sensor,temperature
3,19.4396
3,19.4102
3,19.4102
3,19.4004
3,19.371
3,19.3612
3,19.3612
3,19.3612
3,19.3612
3,19.3514
3,19.371
3,19.3808
3,19.3416
3,19.322
3,19.322
3,19.3318
3,19.322
3,19.3318
3,19.3514
3,19.3416
3,19.3416
3,19.3416
3,19.3318
3,19.322
3,19.3024
3,19.322
3,19.322
3,19.322
3,19.3024
3,19.2828
3,19.2926
3,19.2142
3,19.2044
3,19.1848
3,19.175
3,19.1652
3,19.1652
3,19.1554
3,19.1848
3,19.175
3,19.2044
3,19.2044
3,19.2044
3,19.224
3,19.2436
3,19.2632
3,19.2534
3,19.2436
3,19.2338
3,19.2338
3,19.224
3,19.2436
3,19.2436
3,19.2338
3,19.2436
3,19.2436
3,19.2044
3,19.224
3,19.2142
3,19.2044
3,19.1946
3,19.175
3,19.1848
3,19.1848
3,19.1946
3,19.1848
3,19.1652
3,19.1848
3,19.1848
3,19.1652
3,19.1652
3,19.1848
3,19.1652
3,19.1652
3,19.1652
3,19.1554
3,19.1554
3,19.1456
3,19.126
3,19.1162
3,19.1162
3,19.126
3,19.126
3,19.0966
3,19.0868
3,19.0868
3,19.0672
3,19.0672
3,19.0476
3,19.0476
3,19.0476
3,19.0476
3,19.0378
3,19.0378
3,19.028
3,19.028
3,19.028
3,19.0182
3,18.9888
3,18.9986
3,18.9888
3,18.979
3,18.979
3,18.9496
3,18.93
3,18.9104
3,18.9398
3,18.9398
3,18.9496
3,18.9398
3,18.9202
3,18.9104
3,18.9104
3,18.9104
3,18.9104
3,18.93
3,18.93
3,18.9006
3,18.9104
3,18.832
3,18.832
3,18.8124
3,18.8124
3,18.783
3,18.8124
3,18.783
3,18.7732
3,18.7928
3,18.7928
3,18.8124
3,18.8124
3,18.7928
3,18.8026
3,18.8124
3,18.783
3,18.7536
3,18.685
3,18.6948
3,18.6948
3,18.685
3,18.6948
3,18.7144
3,18.7242
3,18.7046
3,18.6752
3,18.6948
3,18.6556
3,18.685
3,18.6752
3,18.7046
3,18.6948
3,18.6654
3,18.6556
3,18.6556
3,18.5772
3,18.5772
3,18.5968
3,18.6066
3,18.587
3,18.5968
3,18.5772
3,18.5772
3,18.587
3,18.5968
3,18.6262
3,18.636
3,18.636
3,18.6066
3,18.5772
3,18.587
3,18.587
3,18.5968
3,18.587
3,18.587
3,18.5968
3,18.587
3,18.5674
3,18.5772
3,18.5674
3,18.538
3,18.5282
3,18.5282
3,18.5086
3,18.5086
3,18.5086
3,18.5086
3,18.5184
3,18.538
3,18.5086
3,18.5086
3,18.4694
3,18.4596
3,18.4792
3,18.4792
3,18.4694
3,18.4792
3,18.4596
3,18.4596
3,18.4596
3,18.4596
3,18.44
3,18.44
3,18.44
3,18.44
3,18.4596
3,18.4498
3,18.4204
3,18.4008
3,18.3812
3,18.3812
3,18.3616
3,18.3714
3,18.391
3,18.4204
3,18.4008
3,18.4008
3,18.4008
3,18.342
3,18.3616
3,18.3616
3,18.3812
3,18.3714
3,18.3714
3,18.3224
3,18.3224
3,18.3028
3,18.3028
3,18.293
3,18.2734
3,18.2636
3,18.2342
3,18.2244
3,18.2342
3,18.2636
3,18.244
3,18.2244
3,18.2048
3,18.2244
3,18.2146
3,18.195
3,18.1754
3,18.1852
3,18.2048
3,18.195
3,18.146
3,18.1656
3,18.1852
3,18.1264
3,18.097
3,18.097
3,18.1264
3,18.1362
3,18.1558
3,18.1558
3,18.146
3,18.1362
3,18.1264
3,18.1068
3,18.1068
3,18.1068
3,18.146
3,18.1264
3,18.1264
3,18.1068
3,18.0872
3,18.0774
3,18.1068
3,18.1166
3,18.1166
3,18.097
3,18.0872
3,18.0774
3,18.0284
3,18.0186
3,18.0284
3,18.0186
3,18.0088
3,18.0186
3,18.0186
3,18.0284
3,18.048
3,18.0382
3,18.0284
3,18.0088
3,17.9794
3,17.9696
3,17.95
3,17.95
3,17.95
3,17.9304
3,17.95
3,17.9598
3,17.9402
3,17.9598
3,17.95
3,17.9304
3,17.9304
3,17.9304
3,17.9108
3,17.9108
3,17.8912
3,17.9108
3,17.9206
3,17.9108
3,17.8814
3,17.8716
3,17.852
3,17.8618
3,17.8814
3,17.8716
3,17.8618
3,17.852
3,17.852
3,17.8128
3,17.8128
3,17.8128
3,17.8324
3,17.8324
3,17.8324
3,17.8324
3,17.8128
3,17.8128
3,17.8128
3,17.8128
3,17.803
3,17.7932
3,17.803
3,17.7932
3,17.7932
3,17.7932
3,17.7736
3,17.7638
3,17.754
3,17.7736
3,17.754
3,17.7736
3,17.7736
3,17.754
3,17.754
3,17.754
3,17.7442
3,17.7344
3,17.7442
3,17.754
3,17.7736
3,17.7736
3,17.7638
3,17.7442
3,17.754
3,17.754
3,17.754
3,17.7442
3,17.7246
3,17.7246
3,17.7344
3,17.6756
3,17.6658
3,17.6658
3,17.6756
3,17.6756
3,17.656
3,17.6658
3,17.656
3,17.6756
3,17.656
3,17.656
3,17.6364
3,17.6364
3,17.6364
3,17.6462
3,17.6364
3,17.6462
3,17.6364
3,17.656
3,17.6266
3,17.6168
3,17.6168
3,17.607
3,17.6462
3,17.6364
3,17.6462
3,17.6168
3,17.607
3,17.5972
3,17.5874
3,17.5776
3,17.5776
3,17.5776
3,17.5972
3,17.5972
3,17.607
3,17.6266
3,17.6462
3,17.6952
3,17.754
3,17.7932
3,17.7932
3,17.803
3,17.8128
3,17.7932
3,17.8324
3,17.8422
3,17.852
3,17.852
3,17.8618
3,17.8618
3,17.8716
3,17.8814
3,17.8814
3,17.8912
3,17.901
3,17.9206
3,17.9304
3,17.95
3,17.9696
3,17.9696
3,18.0088
3,18.0284
3,18.0284
3,18.048
3,18.0872
3,18.1656
3,18.1852
3,18.2832
3,18.293
3,18.3224
3,18.3322
3,18.3616
3,18.3714
3,18.4204
3,18.44
3,18.44
3,18.44
3,18.4596
3,18.4694
3,18.4792
3,18.5184
3,18.5184
3,18.538
3,18.5576
3,18.5674
3,18.5772
3,18.5968
3,18.5968
3,18.6164
3,18.6164
3,18.636
3,18.6556
3,18.6752
3,18.7046
3,18.7144
3,18.7536
3,18.7634
3,18.7732
3,18.7928
3,18.832
3,18.8712
3,18.8908
3,18.9104
3,18.9398
3,18.93
3,18.9496
3,18.9692
3,18.9986
3,19.028
3,19.028
3,19.0476
3,19.0672
3,19.0868
3,19.126
3,19.1554
3,19.1554
3,19.1946
3,19.2142
3,19.2436
3,19.2632
3,19.3318
3,19.3514
3,19.3612
3,19.3808
3,19.4004
3,19.42
3,19.4592
3,19.4788
3,19.5082
3,19.518
3,19.5572
3,19.567
3,19.616
3,19.6356
3,19.6748
3,19.6748
3,19.6944
3,19.7042
3,19.714
3,19.7532
3,19.7532
3,19.7924
3,19.8806
3,19.8904
3,19.9198
3,19.9394
3,19.9492
3,19.959
3,19.9786
3,19.9982
3,20.0276
3,20.0472
3,20.0766
3,20.106
3,20.1158
3,20.1256
3,20.1256
3,20.1452
3,20.2236
3,20.2432
3,20.2628
3,20.3118
3,20.3118
3,20.3412
3,20.3706
3,20.4
3,20.4098
3,20.4588
3,20.4784
3,20.5176
3,20.5274
3,20.5274
3,20.5078
3,20.5176
3,20.5764
3,20.7038
3,20.7528
3,20.7822
3,20.7724
3,20.792
3,20.7822
3,20.8508
3,20.8606
3,20.89
3,20.9684
3,20.988
3,21.037
3,21.0468
3,21.0468
3,21.0566
3,21.0664
3,21.0076
3,21.0174
3,21.037
3,21.0958
3,21.086
3,21.184
3,21.2428
3,21.2624
3,21.2918
3,21.3016
3,21.331
3,21.3408
3,21.3604
3,21.3996
3,21.3996
3,21.4388
3,21.4682
3,21.5368
3,21.5368
3,21.5662
3,21.6642
3,21.6642
3,21.5956
3,21.4976
3,21.5074
3,21.6544
3,21.674
3,21.772
3,21.7328
3,21.723
3,21.7328
3,21.7916
3,21.8504
3,21.8504
3,21.9288
3,21.9386
3,21.968
3,21.9582
3,21.968
3,22.0464
3,22.115
3,22.164
3,22.1934
3,22.2228
3,22.262
3,22.2718
3,22.2718
3,22.2228
3,22.2816
3,22.3796
3,22.36
3,22.36
3,22.4874
3,22.5266
3,22.5364
3,22.5658
3,22.5952
3,22.6148
3,22.6344
3,22.6736
3,22.7128
3,22.7324
3,22.7814
3,22.8108
3,22.7716
3,22.8206
3,22.8402
3,22.85
3,22.6736
3,22.752
3,22.8108
3,22.8108
3,22.8108
3,22.7814
3,22.7912
3,22.8304
3,22.8892
3,22.9284
3,22.9872
3,23.0068
3,23.0852
3,23.1146
3,23.095
3,23.1832
3,23.2126
3,23.2812
3,23.2518
3,23.2126
3,23.2224
3,23.3008
3,23.34
3,23.3792
3,23.4086
3,23.3694
3,23.3596
3,23.4576
3,23.1832
3,23.1146
3,23.1832
3,23.2322
3,23.2812
3,23.291
3,23.3596
3,23.3792
3,23.438
3,23.5066
3,23.487
3,23.5262
3,23.5752
3,23.5752
3,23.5654
3,23.5262
3,23.536
3,23.4576
3,23.4772
3,23.4772
3,23.4576
3,23.4772
3,23.4478
3,23.4282
3,23.4478
3,23.5262
3,23.5458
3,23.536
3,23.4968
3,23.5066
3,23.5066
3,23.4576
3,23.438
3,23.4478
3,23.438
3,23.487
3,23.536
3,23.5556
3,23.6046
3,23.5948
3,23.6046
3,23.5948
3,23.6144
3,23.6144
3,23.634
3,23.6928
3,23.7614
3,23.683
3,23.683
3,23.6732
3,23.7614
3,23.781
3,23.781
3,23.8006
3,23.781
3,23.7222
3,23.7418
3,23.7614
3,23.781
3,23.7908
3,23.7712
3,23.7908
3,23.781
3,23.8006
3,23.8104
3,23.8202
3,23.8104
3,23.7516
3,23.781
3,23.8104
3,23.7712
3,23.7908
3,23.7614
3,23.732
3,23.7516
3,23.9084
3,23.8692
3,23.7124
3,23.8104
3,23.8006
3,23.7908
3,23.8006
3,23.8104
3,23.8104
3,23.8888
3,23.928
3,23.9574
3,24.0162
3,24.0162
3,23.9868
3,23.9476
3,23.9574
3,23.9868
3,24.0456
3,24.0162
3,24.0456
3,24.0652
3,24.0652
3,24.0358
3,24.0162
3,24.0456
3,23.8104
3,23.9868
3,24.026
3,23.9868
3,23.9868
3,23.928
3,23.928
3,23.9672
3,24.0554
3,23.9868
3,23.9084
3,23.8692
3,24.1828
3,24.2318
3,24.2318
3,24.2906
3,24.3102
3,24.2612
3,24.2122
3,24.2416
3,24.3004
3,24.2514
3,24.2514
3,24.2612
3,24.3494
3,24.369
3,24.3984
3,24.3494
3,24.2612
3,24.2906
3,24.32
3,24.32
3,24.2514
3,24.32
3,24.1632
3,24.3102
3,24.3494
3,24.2808
3,24.3396
3,24.3102
3,24.2906
3,24.3004
3,24.2808
3,24.271
3,24.3984
3,24.4474
3,24.5258
3,24.5062
3,24.5944
3,24.5748
3,24.5748
3,24.5062
3,24.4474
3,24.4474
3,24.5552
3,24.5748
3,24.5454
3,24.5944
3,24.565
3,24.5454
3,24.5454
3,24.467
3,24.4278
3,24.3788
3,24.3592
3,24.3788
3,24.2808
3,24.2808
3,24.1142
3,24.0946
3,23.8594
3,23.8006
3,23.8496
3,23.879
3,23.8692
3,23.8594
3,23.8594
3,23.879
3,23.83
3,23.7516
3,23.7908
3,23.7908
3,23.8104
3,23.8104
3,23.8006
3,23.8202
3,23.8104
3,23.8104
3,23.7614
3,23.7614
3,23.7516
3,23.732
3,23.7124
3,23.5262
